"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"1/05/2023","DIVIDEND RECEIVED ISHARES TR SELF DRIVNG EV (IDRV) (Cash)","DIVIDEND RECEIVED ISHARES TR SELF DRIVNG EV (IDRV) (Cash)","1.11","credit","Investments","Individual - TOD","",""
"1/04/2023","FID BKG SVC LLC  MONEYLINE","FID BKG SVC LLC  MONEYLINE","4000.00","debit","Buy","TOTAL CHECKING","",""
"1/04/2023","ELECTRONIC WITHDRAWAL DOVENMUEHLE MTG MORT PYMT 010323","ELECTRONIC WITHDRAWAL DOVENMUEHLE MTG MORT PYMT 010323","2652.55","debit","Mortgage & Rent","Free Checking 2","",""
"1/04/2023","YOU BOUGHT APPLE INC (AAPL) (Cash)","YOU BOUGHT APPLE INC (AAPL) (Cash)","11423.70","debit","Investments","Individual - TOD","",""
"1/04/2023","YOU BOUGHT APPLE INC (AAPL) (Cash)","YOU BOUGHT APPLE INC (AAPL) (Cash)","1889.25","debit","Investments","Individual - TOD","",""
"1/04/2023","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","1551.62","debit","Investments","Individual - TOD","",""
"1/04/2023","YOU BOUGHT APPLE INC (AAPL) (Cash)","YOU BOUGHT APPLE INC (AAPL) (Cash)","1267.98","debit","Investments","Individual - TOD","",""
"1/04/2023","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","655.56","debit","Investments","Health Savings Account","",""
"1/04/2023","CASH CONTRIBUTION CURRENT YEAR (Cash)","CASH CONTRIBUTION CURRENT YEAR (Cash)","4000.00","credit","Deposit","Traditional IRA","",""
"1/03/2023","Zelle payment from THIRUMALA GUN","Zelle payment from THIRUMALA GUN","1500.00","credit","Transfer","TOTAL CHECKING","",""
"1/03/2023","Payment to Chase card ending in","Payment to Chase card ending in","79.50","debit","Credit Card Payment","TOTAL CHECKING","",""
"1/03/2023","FID BKG SVC LLC  DES:MONEYLINE  ID:X84893775 Q1NYM           INDN:SINDHU BALAKRISHNAN     CO ID:XXXXX41383 PPD","FID BKG SVC LLC  DES:MONEYLINE  ID:X84893775 Q1NYM           INDN:SINDHU BALAKRISHNAN     CO ID:XXXXX41383 PPD","16000.00","debit","Buy","Adv Plus Banking - 1866","",""
"1/03/2023","YOU BOUGHT APPLE INC (AAPL) (Cash)","YOU BOUGHT APPLE INC (AAPL) (Cash)","1246.10","debit","Transfer","Individual - TOD","",""
"1/03/2023","Payment Thank You-Mobile","Payment Thank You-Mobile","79.50","credit","Credit Card Payment","CREDIT CARD","",""
"1/03/2023","VANGUARD TARGET 2050","VANGUARD TARGET 2050","1.02","debit","Investments","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"1/03/2023","NT S&P 500 INDEX","NT S&P 500 INDEX","0.97","debit","Trade Commissions","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"1/03/2023","VANGUARD TARGET 2050","VANGUARD TARGET 2050","8.78","debit","Trade Commissions","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"1/03/2023","NT S&P 500 INDEX","NT S&P 500 INDEX","0.22","credit","Investments","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"1/03/2023","Electronic Funds Transfer Received (Cash)","Electronic Funds Transfer Received (Cash)","16000.00","credit","Deposit","Individual - TOD","",""
"1/02/2023","NITRO SWIMMING CP","NITRO SWIMMING CP","79.50","debit","Kids Activities","CREDIT CARD","",""
"12/31/2022","DIVIDEND","DIVIDEND","5.12","credit","Investments","Primary Savings 1","",""
"12/31/2022","INTEREST PAID","INTEREST PAID","110.26","credit","Interest Income","ONLINE SAVINGS","",""
"12/30/2022","DIVIDEND RECEIVED INVESCO QQQ TR UNIT SER 1 (QQQ) (Cash)","DIVIDEND RECEIVED INVESCO QQQ TR UNIT SER 1 (QQQ) (Cash)","1.31","credit","Investments","Individual - TOD","",""
"12/30/2022","INTEREST EARNED FDIC INSURED DEPOSIT AT DISCOVER BAN... (QHMBQ) (Cash)","INTEREST EARNED FDIC INSURED DEPOSIT AT DISCOVER BAN... (QHMBQ) (Cash)","5.42","credit","Interest Income","Individual - TOD","",""
"12/30/2022","INTEREST EARNED FDIC INSURED DEPOSIT AT BNY MELLON N... (QBNYQ) (Cash)","INTEREST EARNED FDIC INSURED DEPOSIT AT BNY MELLON N... (QBNYQ) (Cash)","0.02","credit","Transfer","Individual - TOD","",""
"12/30/2022","DIVIDEND RECEIVED KRANESHARES TR ELEC VEH FUTUR (KARS) (Cash)","DIVIDEND RECEIVED KRANESHARES TR ELEC VEH FUTUR (KARS) (Cash)","2.23","credit","Investments","Individual - TOD","",""
"12/30/2022","MPHASIS          DIRECT DEP","MPHASIS          DIRECT DEP","408.47","credit","Paycheck","TOTAL CHECKING","",""
"12/30/2022","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.10","credit","Dividend & Cap Gains","ROTH IRA","",""
"12/30/2022","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.10","debit","Investments","ROTH IRA","",""
"12/30/2022","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.41","debit","Investments","Individual - TOD","",""
"12/30/2022","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.41","credit","Dividend & Cap Gains","Individual - TOD","",""
"12/30/2022","DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","2.08","credit","Dividend & Cap Gains","Health Savings Account","",""
"12/30/2022","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.11","debit","Investments","ROTH IRA","",""
"12/30/2022","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.11","credit","Dividend & Cap Gains","ROTH IRA","",""
"12/30/2022","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT MONEY MARKET (SPAXX) (Cash)","0.01","credit","Dividend & Cap Gains","Traditional IRA","",""
"12/30/2022","REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","REINVESTMENT FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","0.36","debit","Investments","Health Savings Account","",""
"12/30/2022","DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","DIVIDEND RECEIVED FIDELITY GOVERNMENT CASH RESERVES (FDRXX) (Cash)","0.36","credit","Dividend & Cap Gains","Health Savings Account","",""
"12/29/2022","Payment to Chase card ending in","Payment to Chase card ending in","1477.92","debit","Credit Card Payment","TOTAL CHECKING","",""
"12/29/2022","Payment Thank You-Mobile","Payment Thank You-Mobile","1477.92","credit","Credit Card Payment","CREDIT CARD","",""
"12/29/2022","ELECTRONIC DEPOSIT - JPMORGAN CHASE  EXT TRNSFR221229","ELECTRONIC DEPOSIT - JPMORGAN CHASE  EXT TRNSFR221229","3000.00","credit","Transfer","Free Checking 2","",""
"12/29/2022","NT S&P 500 INDEX","NT S&P 500 INDEX","285.22","credit","Investments","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"12/29/2022","VANGUARD TARGET 2050","VANGUARD TARGET 2050","190.16","credit","Investments","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"12/28/2022","DIVIDEND RECEIVED VANGUARD INDEX FDS VANGUARD TOTAL ST... (VTI) (Cash)","DIVIDEND RECEIVED VANGUARD INDEX FDS VANGUARD TOTAL ST... (VTI) (Cash)","18.61","credit","Investments","Individual - TOD","",""
"12/28/2022","YOU BOUGHT INVESCO QQQ TR UNIT SER 1 (QQQ) (Cash)","YOU BOUGHT INVESCO QQQ TR UNIT SER 1 (QQQ) (Cash)","261.32","debit","Transfer","Individual - TOD","",""
"12/28/2022","Electronic Funds Transfer Received (Cash)","Electronic Funds Transfer Received (Cash)","2000.00","credit","Deposit","Individual - TOD","",""
"12/28/2022","YOU BOUGHT VANGUARD INDEX FUNDS S&P 500 ETF USD (VOO) (Cash)","YOU BOUGHT VANGUARD INDEX FUNDS S&P 500 ETF USD (VOO) (Cash)","348.17","debit","Investments","Individual - TOD","",""
"12/28/2022","YOU BOUGHT APPLE INC (AAPL) (Cash)","YOU BOUGHT APPLE INC (AAPL) (Cash)","127.35","debit","Transfer","Individual - TOD","",""
"12/28/2022","Online Transfer 16144749673 to D","Online Transfer 16144749673 to D","3000.00","debit","Transfer","TOTAL CHECKING","",""
"12/28/2022","AMEX CREDIT      REFUND","AMEX CREDIT      REFUND","5551.90","credit","Air Travel","TOTAL CHECKING","",""
"12/28/2022","MY529            DES:INVESTMENT ID:13818311                  INDN:SINDHU BALAKRISHNAN     CO ID:XXXXX80188 WEB","MY529            DES:INVESTMENT ID:13818311                  INDN:SINDHU BALAKRISHNAN     CO ID:XXXXX80188 WEB","10000.00","debit","Transfer","Adv Plus Banking - 1866","",""
"12/28/2022","ELECTRONIC DEPOSIT - MPHASIS         DIRECT DEP221230","ELECTRONIC DEPOSIT - MPHASIS         DIRECT DEP221230","1633.87","credit","Paycheck","Free Checking 2","",""
"12/28/2022","ELECTRONIC WITHDRAWAL FID BKG SVC LLC MONEYLINE 221228","ELECTRONIC WITHDRAWAL FID BKG SVC LLC MONEYLINE 221228","2000.00","debit","Buy","Free Checking 2","",""
"12/28/2022","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","YOU BOUGHT TESLA INC COM (TSLA) (Cash)","114.00","debit","Investments","Health Savings Account","",""
"12/27/2022","MANUAL CR BAL REFUND","MANUAL CR BAL REFUND","5551.90","debit","Credit Card Payment","Blue Cash Everyday®","",""
"12/27/2022","Zelle payment from SINDHU BALAKR","Zelle payment from SINDHU BALAKR","1500.00","credit","Transfer","TOTAL CHECKING","",""
"12/27/2022","Zelle payment from SINDHU BALAKR","Zelle payment from SINDHU BALAKR","1000.00","credit","Transfer","TOTAL CHECKING","",""
"12/27/2022","Zelle Transfer Conf# bipze0e0t;                             Govindarajan, Rajesh","Zelle Transfer Conf# bipze0e0t;                             Govindarajan, Rajesh","1500.00","debit","Transfer","Adv Plus Banking - 1866","",""
"12/27/2022","Zelle Transfer Conf# cwhplvlog;                             Govindarajan, Rajesh","Zelle Transfer Conf# cwhplvlog;                             Govindarajan, Rajesh","1000.00","debit","Transfer","Adv Plus Banking - 1866","",""
"12/23/2022","CHECK","CHECK","312.00","debit","Check","TOTAL CHECKING","",""
"12/23/2022","ZIMMER INC       DES:DIRECT DEP ID:XXXXX16844494J9           INDN:BALAKRISHNAN,SINDHU     CO ID:XXXXX11101 PPD","ZIMMER INC       DES:DIRECT DEP ID:XXXXX16844494J9           INDN:BALAKRISHNAN,SINDHU     CO ID:XXXXX11101 PPD","2000.00","credit","Paycheck","Adv Plus Banking - 1866","",""
"12/23/2022","ZIMMER INC DIRECT DEP","ZIMMER INC DIRECT DEP","918.49","credit","Paycheck","Easy Banking Club","",""
"12/23/2022","DIVIDEND RECEIVED VANGUARD INDEX FUNDS S&P 500 ETF USD (VOO) (Cash)","DIVIDEND RECEIVED VANGUARD INDEX FUNDS S&P 500 ETF USD (VOO) (Cash)","8.36","credit","Investments","Individual - TOD","",""
"12/22/2022","ACCOUNT PROMOTION","ACCOUNT PROMOTION","150.00","credit","Income","ONLINE SAVINGS","",""
"12/22/2022","YOU BOUGHT KRANESHARES TR ELEC VEH FUTUR (KARS) (Cash)","YOU BOUGHT KRANESHARES TR ELEC VEH FUTUR (KARS) (Cash)","115.28","debit","Transfer","Individual - TOD","",""
"12/22/2022","YOU BOUGHT ISHARES TR SELF DRIVNG EV (IDRV) (Cash)","YOU BOUGHT ISHARES TR SELF DRIVNG EV (IDRV) (Cash)","170.78","debit","Transfer","Individual - TOD","",""
"12/22/2022","CAPITAL ONE      ONLINE PMT 3N1V","CAPITAL ONE      ONLINE PMT 3N1V","568.31","debit","Credit Card Payment","TOTAL CHECKING","",""
"12/22/2022","DIVIDEND RECEIVED NVIDIA CORPORATION COM (NVDA) (Cash)","DIVIDEND RECEIVED NVIDIA CORPORATION COM (NVDA) (Cash)","1.40","credit","Dividend & Cap Gains","Individual - TOD","",""
"12/21/2022","MAJESTIC VACATIONS  ALHAMBRA            CA","MAJESTIC VACATIONS  ALHAMBRA            CA","1568.26","credit","Credit Card Payment","Blue Cash Everyday®","",""
"12/21/2022","MAJESTIC VACATIONS  ALHAMBRA            CA","MAJESTIC VACATIONS  ALHAMBRA            CA","1192.26","credit","Credit Card Payment","Blue Cash Everyday®","",""
"12/21/2022","MAJESTIC VACATIONS  ALHAMBRA            CA","MAJESTIC VACATIONS  ALHAMBRA            CA","1192.26","credit","Credit Card Payment","Blue Cash Everyday®","",""
"12/21/2022","MAJESTIC VACATIONS  ALHAMBRA            CA","MAJESTIC VACATIONS  ALHAMBRA            CA","1568.26","credit","Credit Card Payment","Blue Cash Everyday®","",""
"12/21/2022","Interest Payment","Interest Payment","122.05","credit","Interest Income","HYSA","",""
"12/21/2022","CAPITAL ONE ONLINE PYMT AuthDate 21-D ec","CAPITAL ONE ONLINE PYMT AuthDate 21-D ec","568.31","credit","Credit Card Payment","CREDITCARD Account","",""
"12/21/2022","DIVIDEND RECEIVED FIDELITY MSCI INFORMATION TECHNOLOGY... (FTEC) (Cash)","DIVIDEND RECEIVED FIDELITY MSCI INFORMATION TECHNOLOGY... (FTEC) (Cash)","1.17","credit","Investments","Individual - TOD","",""
"12/21/2022","JP Morgan Large Cap Growth R6 Fund","JP Morgan Large Cap Growth R6 Fund","4.20","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"12/21/2022","JP Morgan Large Cap Growth R6 Fund","JP Morgan Large Cap Growth R6 Fund","2.97","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"12/21/2022","JP Morgan Large Cap Growth R6 Fund","JP Morgan Large Cap Growth R6 Fund","24.38","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"12/21/2022","JP Morgan Large Cap Growth R6 Fund","JP Morgan Large Cap Growth R6 Fund","7.03","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"12/20/2022","AIRLINE TICKETS     972-2395069         TX","AIRLINE TICKETS     972-2395069         TX","100.00","debit","Air Travel","Blue Cash Everyday®","",""
"12/20/2022","PwP  GOOGLE *VOI Privacycom TN:","PwP  GOOGLE *VOI Privacycom TN:","10.00","debit","Mobile Phone","TOTAL CHECKING","",""
"12/20/2022","DIVIDEND RECEIVED VANGUARD WORLD FDS VANGUARD INFORMAT... (VGT) (Cash)","DIVIDEND RECEIVED VANGUARD WORLD FDS VANGUARD INFORMAT... (VGT) (Cash)","8.72","credit","Dividend & Cap Gains","Individual - TOD","",""
"12/20/2022","Columbia Dividend Income I3 Fund","Columbia Dividend Income I3 Fund","780.00","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"12/20/2022","JP Morgan Large Cap Growth R6 Fund","JP Morgan Large Cap Growth R6 Fund","260.00","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"12/20/2022","Fidelity 500 Index Fund","Fidelity 500 Index Fund","1560.00","credit","Deposit","Mphasis Corporation 401(k) Plan","",""
"12/19/2022","Zelle Transfer Conf# cq0mnquny;                             Govindarajan, Rajesh","Zelle Transfer Conf# cq0mnquny;                             Govindarajan, Rajesh","2500.00","debit","Transfer","Adv Plus Banking - 1866","",""
"12/19/2022","Zelle payment from SINDHU BALAKR","Zelle payment from SINDHU BALAKR","2500.00","credit","Transfer","TOTAL CHECKING","",""
"12/19/2022","Payment to Chase card ending in","Payment to Chase card ending in","6500.00","debit","Credit Card Payment","TOTAL CHECKING","",""
"12/19/2022","YOU BOUGHT INVESCO QQQ TR UNIT SER 1 (QQQ) (Cash)","YOU BOUGHT INVESCO QQQ TR UNIT SER 1 (QQQ) (Cash)","1086.08","debit","Investments","Individual - TOD","",""
"12/19/2022","DIVIDEND RECEIVED ISHARES TR SELF DRIVNG EV (IDRV) (Cash)","DIVIDEND RECEIVED ISHARES TR SELF DRIVNG EV (IDRV) (Cash)","1.12","credit","Dividend & Cap Gains","Individual - TOD","",""
"12/19/2022","YOU BOUGHT VANGUARD INDEX FUNDS S&P 500 ETF USD (VOO) (Cash)","YOU BOUGHT VANGUARD INDEX FUNDS S&P 500 ETF USD (VOO) (Cash)","1765.16","debit","Investments","Individual - TOD","",""
"12/19/2022","YOU BOUGHT FIDELITY MSCI INFORMATION TECHNOLOGY... (FTEC) (Cash)","YOU BOUGHT FIDELITY MSCI INFORMATION TECHNOLOGY... (FTEC) (Cash)","477.23","debit","Transfer","Individual - TOD","",""
"12/19/2022","YOU BOUGHT APPLE INC (AAPL) (Cash)","YOU BOUGHT APPLE INC (AAPL) (Cash)","1318.54","debit","Transfer","Individual - TOD","",""
"12/19/2022","Fidelity 500 Index Fund","Fidelity 500 Index Fund","14.09","credit","Deposit","Mphasis Corporation 401(k) Plan","",""
"12/19/2022","Fidelity 500 Index Fund","Fidelity 500 Index Fund","34.16","credit","Deposit","Mphasis Corporation 401(k) Plan","",""
"12/19/2022","Fidelity 500 Index Fund","Fidelity 500 Index Fund","20.46","credit","Deposit","Mphasis Corporation 401(k) Plan","",""
"12/19/2022","Fidelity 500 Index Fund","Fidelity 500 Index Fund","118.88","credit","Deposit","Mphasis Corporation 401(k) Plan","",""
"12/18/2022","CITY OF LEANDER UTILITY","CITY OF LEANDER UTILITY","124.94","debit","Water","CREDIT CARD","",""
"12/18/2022","MUNICIPAL ONLINE PAYMENTS","MUNICIPAL ONLINE PAYMENTS","1.25","debit","Credit Card Payment","CREDIT CARD","",""
"12/18/2022","Payment Thank You-Mobile","Payment Thank You-Mobile","6500.00","credit","Credit Card Payment","CREDIT CARD","",""
"12/16/2022","GEICO AUTO          (800)841-3000       DC","GEICO AUTO          (800)841-3000       DC","287.42","credit","Auto Insurance","Blue Cash Everyday®","",""
"12/16/2022","Zelle payment from SINDHU BALAKR","Zelle payment from SINDHU BALAKR","2500.00","credit","Transfer","TOTAL CHECKING","",""
"12/16/2022","Zelle Transfer Conf# ar2b8hq4e;                             Govindarajan, Rajesh","Zelle Transfer Conf# ar2b8hq4e;                             Govindarajan, Rajesh","2500.00","debit","Transfer","Adv Plus Banking - 1866","",""
"12/16/2022","JP Morgan Large Cap Growth R6 Fund","JP Morgan Large Cap Growth R6 Fund","112.19","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"12/16/2022","JP Morgan Large Cap Growth R6 Fund","JP Morgan Large Cap Growth R6 Fund","19.31","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"12/16/2022","Columbia Dividend Income I3 Fund","Columbia Dividend Income I3 Fund","8.16","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"12/16/2022","Columbia Dividend Income I3 Fund","Columbia Dividend Income I3 Fund","20.41","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"12/16/2022","Columbia Dividend Income I3 Fund","Columbia Dividend Income I3 Fund","70.62","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"12/16/2022","JP Morgan Large Cap Growth R6 Fund","JP Morgan Large Cap Growth R6 Fund","13.65","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"12/16/2022","Columbia Dividend Income I3 Fund","Columbia Dividend Income I3 Fund","12.31","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"12/16/2022","Columbia Dividend Income I3 Fund","Columbia Dividend Income I3 Fund","28.22","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"12/16/2022","Columbia Dividend Income I3 Fund","Columbia Dividend Income I3 Fund","42.57","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"12/16/2022","JP Morgan Large Cap Growth R6 Fund","JP Morgan Large Cap Growth R6 Fund","32.34","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"12/16/2022","Columbia Dividend Income I3 Fund","Columbia Dividend Income I3 Fund","71.50","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"12/16/2022","Columbia Dividend Income I3 Fund","Columbia Dividend Income I3 Fund","247.36","credit","Investments","Mphasis Corporation 401(k) Plan","",""
"12/15/2022","Interest Payment","Interest Payment","101.46","credit","Interest Income","High Yield Savings Acct","",""
"12/15/2022","Interest Payment","Interest Payment","101.46","credit","Interest Income","HYSA","",""
"12/15/2022","MPHASIS          DIRECT DEP","MPHASIS          DIRECT DEP","408.97","credit","Paycheck","TOTAL CHECKING","",""
"12/15/2022","VANGUARD TARGET 2050","VANGUARD TARGET 2050","1045.85","credit","Investments","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"12/15/2022","NT S&P 500 INDEX","NT S&P 500 INDEX","1568.76","credit","Investments","ZIMMER BIOMET HOLDINGS, INC. SAVINGS AND INVESTMENT 401(K) PROGRAM","",""
"12/14/2022","ELECTRONIC DEPOSIT - MPHASIS         DIRECT DEP221215","ELECTRONIC DEPOSIT - MPHASIS         DIRECT DEP221215","1635.88","credit","Paycheck","Free Checking 2","",""
"12/13/2022","EMIRATES AI 1767875498659","EMIRATES AI 1767875498659","299.30","debit","Air Travel","CREDIT CARD","",""
"12/13/2022","EMIRATES AI 1767875498656","EMIRATES AI 1767875498656","2642.70","debit","Air Travel","CREDIT CARD","",""
"12/13/2022","EMIRATES AI 1767875498657","EMIRATES AI 1767875498657","2642.70","debit","Air Travel","CREDIT CARD","",""
"12/13/2022","EMIRATES AI 1767875498658","EMIRATES AI 1767875498658","2058.70","debit","Air Travel","CREDIT CARD","",""
"12/13/2022","BURGER KING #9434","BURGER KING #9434","24.11","debit","Fast Food","CREDIT CARD","",""
"12/12/2022","SAMSCLUB #6188","SAMSCLUB #6188","2.79","debit","Shopping","CREDITCARD Account","",""
"12/12/2022","MANPASAND SUPERMARKET","MANPASAND SUPERMARKET","43.82","debit","Groceries","CREDITCARD Account","",""
"12/12/2022","SAMSCLUB #6188","SAMSCLUB #6188","75.13","debit","Shopping","CREDITCARD Account","",""
"12/12/2022","INTEREST PAYMENT","INTEREST PAYMENT","0.08","credit","Interest Income","Easy Banking Club","",""
"12/12/2022","ACCOUNT SERVICE FEE","ACCOUNT SERVICE FEE","10.00","debit","Bank Fee","Easy Banking Club","",""
"12/12/2022","ELECTRONIC WITHDRAWAL AMEX EPAYMENT   ACH PMT   221212","ELECTRONIC WITHDRAWAL AMEX EPAYMENT   ACH PMT   221212","5823.35","debit","Credit Card Payment","Free Checking 2","",""
"12/12/2022","DIVIDEND RECEIVED as of 12/10/2022 TARGET CORP (TGT) (Cash)","DIVIDEND RECEIVED as of 12/10/2022 TARGET CORP (TGT) (Cash)","32.40","credit","Dividend & Cap Gains","Individual - TOD","",""
"12/12/2022","DIVIDEND RECEIVED as of 12/10/2022 TARGET CORP (TGT) (Cash)","DIVIDEND RECEIVED as of 12/10/2022 TARGET CORP (TGT) (Cash)","1.08","credit","Dividend & Cap Gains","ROTH IRA","",""
"12/11/2022","AVIS RENT A CAR     GEORGETOWN          TX","AVIS RENT A CAR     GEORGETOWN          TX","32.98","debit","Rental Car & Taxi","Blue Cash Everyday®","",""
"12/11/2022","MOBILE PAYMENT - THANK YOU","MOBILE PAYMENT - THANK YOU","5823.35","credit","Credit Card Payment","Blue Cash Everyday®","",""
"12/11/2022","AVIS.COM PREPAY     VIRGINIA BEACH      VA","AVIS.COM PREPAY     VIRGINIA BEACH      VA","127.49","debit","Rental Car & Taxi","Blue Cash Everyday®","",""
"12/11/2022","TEXACO 0305459/CHEVRHOUSTON             TX","TEXACO 0305459/CHEVRHOUSTON             TX","22.00","debit","Gas & Fuel","Blue Cash Everyday®","",""
"12/10/2022","H-E-B #774","H-E-B #774","40.10","debit","Groceries","CREDITCARD Account","",""
"12/09/2022","PAYPAL *2CO.COM     880000008           NL","PAYPAL *2CO.COM     880000008           NL","25.91","credit","Electronics & Software","Blue Cash Everyday®","",""
"12/09/2022","Electronic Funds Transfer Received (Cash)","Electronic Funds Transfer Received (Cash)","5000.00","credit","Deposit","Individual - TOD","",""
"12/09/2022","PREMIER CHESS ACADEMY","PREMIER CHESS ACADEMY","66.38","debit","Kids Activities","CREDITCARD Account","",""
"12/09/2022","ZIMMER INC       DES:DIRECT DEP ID:XXXXX62633724J9           INDN:BALAKRISHNAN,SINDHU     CO ID:XXXXX11101 PPD","ZIMMER INC       DES:DIRECT DEP ID:XXXXX62633724J9           INDN:BALAKRISHNAN,SINDHU     CO ID:XXXXX11101 PPD","1029.79","credit","Paycheck","Adv Plus Banking - 1866","",""
"12/09/2022","ELECTRONIC WITHDRAWAL FID BKG SVC LLC MONEYLINE 221209","ELECTRONIC WITHDRAWAL FID BKG SVC LLC MONEYLINE 221209","5000.00","debit","Buy","Free Checking 2","",""
"12/07/2022","IAH PARKING AREA C  HOUSTON             TX","IAH PARKING AREA C  HOUSTON             TX","8.00","debit","Parking","Blue Cash Everyday®","",""
"12/07/2022","7-ELEVEN 38592 00073GEORGETOWN          TX","7-ELEVEN 38592 00073GEORGETOWN          TX","33.77","debit","Gas & Fuel","Blue Cash Everyday®","",""
"12/07/2022","CEFCO #0099 GIDDINGSGIDDINGS            TX","CEFCO #0099 GIDDINGSGIDDINGS            TX","30.33","debit","Gas & Fuel","Blue Cash Everyday®","",""
"12/07/2022","YOU BOUGHT INVESCO QQQ TR UNIT SER 1 (QQQ) (Cash)","YOU BOUGHT INVESCO QQQ TR UNIT SER 1 (QQQ) (Cash)","280.79","debit","Investments","Individual - TOD","",""
"12/07/2022","YOU BOUGHT INVESCO QQQ TR UNIT SER 1 (QQQ) (Cash)","YOU BOUGHT INVESCO QQQ TR UNIT SER 1 (QQQ) (Cash)","279.83","debit","Investments","Individual - TOD","",""
"12/07/2022","BSWHEALTH 1111","BSWHEALTH 1111","60.00","debit","Doctor","CREDITCARD Account","",""
"12/07/2022","PwP  LIGHTINTHEB Privacycom TN:","PwP  LIGHTINTHEB Privacycom TN:","14.21","debit","Entertainment","TOTAL CHECKING","",""
"12/07/2022","ELECTRONIC DEPOSIT - GOVINDARAJAN,RA AMERICAN EXPRESS TRANSFER","ELECTRONIC DEPOSIT - GOVINDARAJAN,RA AMERICAN EXPRESS TRANSFER","10000.00","credit","Transfer","Free Checking 2","",""
"12/06/2022","Internet transfer to DIGITAL FEDERAL CREDIT UNION DDA account XXXX7393","Internet transfer to DIGITAL FEDERAL CREDIT UNION DDA account XXXX7393","10000.00","debit","Transfer","HYSA","",""
"12/06/2022","USA SWIMMING, INC.","USA SWIMMING, INC.","88.00","debit","Kids Activities","CREDITCARD Account","",""
"12/06/2022","CAPITAL ONE      MOBILE PMT 3MYA","CAPITAL ONE      MOBILE PMT 3MYA","228.18","debit","Credit Card Payment","TOTAL CHECKING","",""
